170,11-家电照明设备,商标已注册,有效,9334802
171,02-颜料涂料,商标注册申请中,有效,7080725
172,41-教育、娱乐服务,商标注册申请中,有效,10828900
173,35-广告、销售、商业服务,未知,无效,16764449
174,35-广告、销售、商业服务,,不定,16764502
175,35-广告、销售、商业服务,商标注册申请中,待审,16764572
176,35-广告、销售、商业服务,商标注册申请等待驳回复审,无效,16764336
177,35-广告、销售、商业服务,,不定,16764546
178,35-广告、销售、商业服务,,不定,16764451
179,35-广告、销售、商业服务,未知,待审,16764285
180,30-糖、茶、糕点、调味品,商标注册申请中,待审,22404431
181,31-新鲜蔬果,商标注册申请中,待审,22404486
182,29-肉、蛋、奶、食用油,商标注册申请中,待审,22404525
183,29-肉、蛋、奶、食用油,商标注册申请中,待审,22404654
184,30-糖、茶、糕点、调味品,商标注册申请中,待审,22404717
185,31-新鲜蔬果,商标注册申请中,待审,22404843
186,09-软件产品、科学仪器,商标注册申请中,有效,5709134
187,39-旅游、物流服务,商标注册申请中,无效,5709135
188,42-科研服务,商标注册申请中,有效,5709136
189,42-科研服务,商标注册申请中,有效,5709137
190,09-软件产品、科学仪器,商标无效,无效,5709138
191,39-旅游、物流服务,商标注册申请中,有效,7443248
192,42-科研服务,商标无效,无效,7443265
193,09-软件产品、科学仪器,商标注册申请注册公告排版完成,待审,13570467
194,09-软件产品、科学仪器,商标注册申请中,待审,13570478
195,42-科研服务,商标注册申请完成,待审,13570521
196,42-科研服务,商标注册申请完成,待审,13570546
197,41-教育、娱乐服务,商标已注册,有效,6131128
198,42-科研服务,商标注册申请中,有效,11008594
199,09-软件产品、科学仪器,商标无效,无效,1549886
200,05-医药制品,商标注册申请中,无效,12634041
201,41-教育、娱乐服务,商标注册申请中,不定,15924471
202,44-医疗、园艺服务,商标注册申请注册公告排版完成,不定,15924485
203,29-肉、蛋、奶、食用油,,无效,335068
204,32-饮料啤酒,,无效,335131
205,01-化工原料试剂,,不定,20461502
206,38-电讯、通信服务,注册申请初步审定,有效,3566825
207,42-科研服务,商标注册申请中,有效,3566826
208,42-科研服务,注册申请初步审定,有效,3566827
209,41-教育、娱乐服务,注册申请初步审定,有效,3566828
210,41-教育、娱乐服务,商标注册申请中,有效,3566829
211,42-科研服务,商标已注册,有效,3566830
212,41-教育、娱乐服务,商标已注册,有效,3566831
213,38-电讯、通信服务,商标续展中,有效,3566832
214,09-软件产品、科学仪器,,不定,23189116
215,44-医疗、园艺服务,,不定,23187688
216,44-医疗、园艺服务,,不定,23187690
217,09-软件产品、科学仪器,,不定,23188722
218,31-新鲜蔬果,,不定,23188735
219,31-新鲜蔬果,,不定,23188738
220,35-广告、销售、商业服务,,不定,23188743
221,42-科研服务,,不定,23189170
222,30-糖、茶、糕点、调味品,,不定,23187641
223,30-糖、茶、糕点、调味品,,不定,23187645
224,42-科研服务,,不定,23188071
225,39-旅游、物流服务,,不定,23189144
226,39-旅游、物流服务,,不定,23189145
227,01-化工原料试剂,,不定,23220523
228,05-医药制品,,不定,23221940
229,35-广告、销售、商业服务,,不定,23420956
230,42-科研服务,,不定,23421559
231,42-科研服务,,不定,23421447
232,35-广告、销售、商业服务,,不定,23421179
233,42-科研服务,,不定,23421573
234,35-广告、销售、商业服务,,不定,23421302
235,05-医药制品,商标续展中,有效,698379
236,42-科研服务,商标注册申请中,有效,7952589
237,44-医疗、园艺服务,注册申请初步审定,有效,7952614
238,31-新鲜蔬果,商标注册申请中,有效,7950445
239,20-家具、非金属工艺品,商标注册申请中,有效,7702608
240,31-新鲜蔬果,商标注册申请中,有效,7700973
241,01-化工原料试剂,商标已注册,有效,8521570
242,35-广告、销售、商业服务,注册申请初步审定,有效,8521612
243,30-糖、茶、糕点、调味品,商标注册申请中,有效,10556441
244,01-化工原料试剂,商标无效,无效,1302503
245,01-化工原料试剂,商标无效,无效,1416053
246,29-肉、蛋、奶、食用油,商标已注册,有效,10556368
247,31-新鲜蔬果,商标注册申请中,有效,10556858
248,35-广告、销售、商业服务,商标注册申请中,有效,10556881
249,42-科研服务,商标注册申请中,有效,10556943
250,17-绝缘材料,商标已注册,有效,7592676
251,17-绝缘材料,商标注册申请中,有效,7592470
252,09-软件产品、科学仪器,商标注册申请中,有效,11485277
253,07-机械设备,商标已注册,有效,11485238
254,09-软件产品、科学仪器,商标注册申请中,待审,16561758
255,09-软件产品、科学仪器,商标无效,无效,14488126
256,11-家电照明设备,商标注册申请中,有效,9469159
257,25-服装鞋帽,商标已注册,有效,10513720
258,25-服装鞋帽,商标注册申请中,有效,10513727
259,25-服装鞋帽,商标已注册,有效,10513736
260,25-服装鞋帽,注册申请部分驳回,有效,10513750
261,25-服装鞋帽,商标已注册,有效,10513756
262,25-服装鞋帽,商标无效,无效,929508
263,25-服装鞋帽,打印驳回或部分驳回通知书,无效,8261411
264,25-服装鞋帽,商标无效,无效,8261438
265,35-广告、销售、商业服务,商标注册申请注册公告排版完成,待审,13690863
266,25-服装鞋帽,,不定,19794189
267,25-服装鞋帽,商标注册申请中,有效,9548527
268,25-服装鞋帽,商标注册申请注册公告排版完成,待审,14008186
269,09-软件产品、科学仪器,商标注册申请中,有效,11614822
270,09-软件产品、科学仪器,商标注册申请中,有效,5494378
271,02-颜料涂料,商标注册申请注册公告排版完成,不定,15678189
272,08-手动机械,,不定,16485712
273,27-地毯挂毯,商标注册申请中,有效,9324836
274,12-交通工具,,不定,18268334
275,06-金属材料器具,,不定,18268334
276,23-纺织用纱、线,,不定,18268334
277,40-材料加工,,不定,18271211
278,39-旅游、物流服务,,不定,18271211
279,38-电讯、通信服务,,不定,18271211
280,09-软件产品、科学仪器,,不定,18259477
281,03-日化用品,,不定,18256578
282,30-糖、茶、糕点、调味品,,不定,18256578
283,31-新鲜蔬果,,不定,18256578
284,36-保险、金融、不动产服务,,不定,18271110
285,28-玩具、体育用品,,不定,18271110
286,37-安装修理、建筑装潢服务,,不定,18271110
287,20-家具、非金属工艺品,,不定,18255379
288,35-广告、销售、商业服务,,不定,18255379
289,42-科研服务,,不定,18255379
290,32-饮料啤酒,,不定,18267170
291,33-酒,,不定,18267170
292,34-烟草烟具,,不定,18267170
293,24-布料床上用品,,不定,18255834
294,19-非金属建材,,不定,18255834
295,41-教育、娱乐服务,,不定,18255834
296,45-社交、法律服务,,不定,18258284
297,10-医疗器械,,不定,18258284
298,18-皮革、雨伞,,不定,18258284
299,11-家电照明设备,,不定,18259277
300,16-书刊、办公用品,,不定,18259277
301,07-机械设备,,不定,18259277
302,15-乐器,,不定,18256691
303,13-军火烟花,,不定,18256691
304,14-珠宝钟表,,不定,18256691
305,44-医疗、园艺服务,,不定,18256011
306,43-餐饮、住宿服务,,不定,18256011
307,29-肉、蛋、奶、食用油,,不定,18256011
308,21-厨房器皿洁具,,不定,18255778
309,27-地毯挂毯,,不定,18255778
310,25-服装鞋帽,,不定,18255778
311,04-工业油脂燃料,,不定,18257244
312,05-医药制品,,不定,18257244
313,02-颜料涂料,,不定,18257244
314,20-家具、非金属工艺品,,不定,19265628
315,35-广告、销售、商业服务,,不定,19265628
316,42-科研服务,,不定,19265628
317,25-服装鞋帽,,不定,19265628
318,20-家具、非金属工艺品,,不定,19041410
319,35-广告、销售、商业服务,,不定,19333496
320,42-科研服务,,不定,19333496
321,25-服装鞋帽,,不定,19333496
322,35-广告、销售、商业服务,,不定,19333497
323,42-科研服务,,不定,19333497
324,25-服装鞋帽,,不定,19333497
325,20-家具、非金属工艺品,,不定,19041409
326,20-家具、非金属工艺品,,不定,19041069
327,30-糖、茶、糕点、调味品,商标注册申请中,待审,18256578A
328,03-日化用品,商标注册申请中,待审,18256578A
329,31-新鲜蔬果,未知,待审,18256578A
330,11-家电照明设备,商标注册申请受理通知书发文,待审,18259277A
331,16-书刊、办公用品,商标注册申请等待驳回复审,待审,18259277A
332,07-机械设备,商标注册申请中,待审,18259277A
333,20-家具、非金属工艺品,,不定,23664812
334,20-家具、非金属工艺品,,不定,23665089
335,35-广告、销售、商业服务,商标注册申请注册公告排版完成,待审,13130500
336,20-家具、非金属工艺品,商标注册申请完成,待审,13256225
337,38-电讯、通信服务,,不定,21678506
338,35-广告、销售、商业服务,,不定,21678628
339,35-广告、销售、商业服务,,不定,21678672
340,38-电讯、通信服务,,不定,21678675
341,09-软件产品、科学仪器,,不定,21678686
342,42-科研服务,,不定,21678693
343,09-软件产品、科学仪器,商标注册申请中,无效,7016182
344,01-化工原料试剂,商标续展待审中,待审,1196865
345,11-家电照明设备,注册申请初步审定,有效,4471697
346,29-肉、蛋、奶、食用油,商标注册申请中,待审,21917039
347,30-糖、茶、糕点、调味品,商标注册申请中,待审,21917037
348,30-糖、茶、糕点、调味品,商标注册申请中,待审,21917038
349,35-广告、销售、商业服务,商标注册申请中,无效,3858915
350,16-书刊、办公用品,商标注册申请中,无效,3851546
351,35-广告、销售、商业服务,商标注册申请完成,无效,11512858
352,24-布料床上用品,打印驳回或部分驳回通知书,有效,11512859
353,25-服装鞋帽,商标已注册,有效,9160434
354,18-皮革、雨伞,商标注册申请中,有效,9017911
355,18-皮革、雨伞,商标无效,无效,9168683
356,20-家具、非金属工艺品,商标无效,无效,11684313
357,41-教育、娱乐服务,商标注册申请中,有效,6343861
358,16-书刊、办公用品,有退信(领取商标注册证通知书),不定,13254972
359,07-机械设备,商标注册申请中,有效,3501189
360,33-酒,商标注册申请中,无效,3366287
361,07-机械设备,商标注册申请中,待审,21670944
362,07-机械设备,商标注册申请中,待审,21670943
363,07-机械设备,商标注册申请中,有效,3794727
364,07-机械设备,商标已注册,有效,3794728
365,07-机械设备,商标变更待审中,有效,3794729
366,07-机械设备,商标变更完成,有效,3794730
367,07-机械设备,商标注册申请中,有效,3794731
368,07-机械设备,商标注册申请中,有效,3807547
369,07-机械设备,商标变更完成,有效,4114748
370,07-机械设备,商标注册申请中,有效,4114749
371,07-机械设备,商标注册申请中,有效,4114750
372,07-机械设备,商标注册申请中,有效,4114751
373,07-机械设备,商标变更完成,无效,4081356
374,07-机械设备,商标注册申请中,无效,4081357
375,07-机械设备,注册申请初步审定,有效,4137946
376,07-机械设备,商标无效,无效,4950161
377,07-机械设备,商标注册申请中,无效,4938481
378,07-机械设备,商标注册申请中,有效,5620571
379,07-机械设备,注册申请初步审定,有效,5620572
380,07-机械设备,商标变更待审中,有效,1035188
381,39-旅游、物流服务,商标注册申请中,有效,4369783
382,35-广告、销售、商业服务,商标注册申请中,有效,4369784
383,35-广告、销售、商业服务,商标已注册,待审,3841302
384,28-玩具、体育用品,商标无效,无效,7277484
385,28-玩具、体育用品,商标已注册,有效,7275797
386,35-广告、销售、商业服务,商标注册申请中,有效,7922025
387,07-机械设备,商标变更待审中,有效,1641683
388,07-机械设备,变更商标申请人/注册人名义/地址中,有效,1641684
389,07-机械设备,未知,待审,15553196
390,07-机械设备,商标注册申请受理通知书发文,待审,15560279
391,08-手动机械,商标注册申请完成,待审,15555715
392,07-机械设备,商标注册申请注册公告排版完成,不定,15556895
393,08-手动机械,,不定,17774951
394,07-机械设备,,不定,17774364
395,07-机械设备,注册申请初步审定,有效,3593252
396,06-金属材料器具,注册申请初步审定,有效,4409452
397,01-化工原料试剂,商标注册申请中,有效,4825605
398,07-机械设备,商标注册申请中,有效,4825606
399,33-酒,打印驳回或部分驳回通知书,无效,12183871
400,21-厨房器皿洁具,商标注册申请中,有效,10366284
401,09-软件产品、科学仪器,注册申请初步审定,有效,6857142
402,45-社交、法律服务,注册申请初步审定,有效,9142753
403,33-酒,商标无效,无效,9823935
404,09-软件产品、科学仪器,期满未续展,无效,311022
405,16-书刊、办公用品,期满未续展,无效,311023
406,09-软件产品、科学仪器,,无效,311023
407,09-软件产品、科学仪器,,无效,273037
408,20-家具、非金属工艺品,注册申请初步审定,有效,11217687
409,20-家具、非金属工艺品,商标注册申请中,有效,11658436
410,20-家具、非金属工艺品,商标注册申请注册公告排版完成,待审,14394893
411,31-新鲜蔬果,商标无效,无效,10849235
412,31-新鲜蔬果,商标已注册,有效,10849248
413,31-新鲜蔬果,商标注册申请中,无效,10849217
414,31-新鲜蔬果,商标已注册,有效,10849389
415,31-新鲜蔬果,商标已注册,有效,10849418
416,31-新鲜蔬果,商标注册申请中,有效,11344002
417,31-新鲜蔬果,打印驳回或部分驳回通知书,待审,12403506
418,31-新鲜蔬果,商标注册申请等待驳回复审,无效,12549575
419,31-新鲜蔬果,商标无效,无效,12549793
420,31-新鲜蔬果,商标注册申请注册公告排版完成,待审,12549809
421,31-新鲜蔬果,注册申请初步审定,待审,12520472
422,31-新鲜蔬果,商标注册申请中,待审,12520462
423,31-新鲜蔬果,商标注册申请中,待审,12520343
424,31-新鲜蔬果,商标无效,无效,12932915
425,31-新鲜蔬果,商标注册申请中,无效,12932844
426,31-新鲜蔬果,商标注册申请等待驳回复审,无效,12932870
427,29-肉、蛋、奶、食用油,商标无效,无效,13369144
428,31-新鲜蔬果,商标无效,无效,13249219
429,31-新鲜蔬果,商标无效,无效,13249239
430,31-新鲜蔬果,商标注册申请中,待审,14425963
431,31-新鲜蔬果,,不定,17858747
432,31-新鲜蔬果,,不定,17843805
433,31-新鲜蔬果,,不定,17843807
434,31-新鲜蔬果,商标注册申请受理通知书发文,待审,17843806
435,31-新鲜蔬果,,不定,17843808
436,31-新鲜蔬果,,不定,17858639
437,31-新鲜蔬果,注册申请初步审定,有效,9404836
438,31-新鲜蔬果,商标转让待审中,待审,10110457
439,31-新鲜蔬果,商标无效,无效,10041435
440,35-广告、销售、商业服务,商标注册申请中,有效,10047348
441,31-新鲜蔬果,商标注册申请中,有效,10041495
442,31-新鲜蔬果,商标注册申请中,无效,10047158
443,31-新鲜蔬果,商标注册申请等待驳回复审,无效,13624646
444,31-新鲜蔬果,商标注册申请中,待审,14200180
445,31-新鲜蔬果,商标注册申请中,待审,14426097
446,09-软件产品、科学仪器,商标无效,无效,6610587
447,16-书刊、办公用品,注册申请初步审定,有效,6610588
448,30-糖、茶、糕点、调味品,商标注册申请中,待审,11467042
449,14-珠宝钟表,,不定,19212657
450,10-医疗器械,商标注册申请中,有效,5863950
451,30-糖、茶、糕点、调味品,,无效,18772284
452,30-糖、茶、糕点、调味品,,无效,18772273
453,30-糖、茶、糕点、调味品,商标无效,无效,4172788
454,30-糖、茶、糕点、调味品,商标无效,无效,7801731
455,30-糖、茶、糕点、调味品,商标注册申请等待驳回复审,待审,14084752
456,30-糖、茶、糕点、调味品,商标注册申请中,无效,14085377
457,30-糖、茶、糕点、调味品,商标注册申请等待驳回复审,无效,14085390
458,30-糖、茶、糕点、调味品,注册申请初步审定,有效,9364391
459,30-糖、茶、糕点、调味品,商标已注册,有效,9364392
460,30-糖、茶、糕点、调味品,商标注册申请注册公告排版完成,不定,14408767
461,41-教育、娱乐服务,,无效,18563941
462,09-软件产品、科学仪器,商标已注册,有效,8159713
463,35-广告、销售、商业服务,商标已注册,有效,8421113
464,25-服装鞋帽,商标注册申请中,不定,13072377
465,18-皮革、雨伞,商标注册申请中,无效,11246633
466,18-皮革、雨伞,商标无效,无效,14070810
467,02-颜料涂料,商标注册申请完成,待审,13713536
468,24-布料床上用品,打印驳回或部分驳回通知书,无效,4467413
469,25-服装鞋帽,补变转续证明待审中,无效,1305781
470,11-家电照明设备,商标注册申请注册公告排版完成,待审,14679442
471,02-颜料涂料,商标注册申请中,有效,9248284
472,09-软件产品、科学仪器,注册申请初步审定,有效,10077213
473,35-广告、销售、商业服务,商标注册申请注册公告排版完成,待审,13656175
474,42-科研服务,商标注册申请中,待审,13656235
475,09-软件产品、科学仪器,商标注册申请等待驳回通知发文,无效,13709442
476,16-书刊、办公用品,商标无效,无效,14843931
477,16-书刊、办公用品,注册申请初步审定,有效,8582888
478,06-金属材料器具,商标注册申请注册公告排版完成,不定,15701378
479,06-金属材料器具,,不定,23420576
480,09-软件产品、科学仪器,商标注册申请中,有效,3866539
481,09-软件产品、科学仪器,商标注册申请中,有效,6306503
482,45-社交、法律服务,商标已注册,有效,11351004
483,45-社交、法律服务,商标注册申请中,有效,11350959
484,41-教育、娱乐服务,注册申请初步审定,有效,11350911
485,16-书刊、办公用品,商标注册申请中,不定,15616224
486,42-科研服务,,不定,17044316
487,09-软件产品、科学仪器,商标注册申请中,无效,17044316
488,41-教育、娱乐服务,商标无效,无效,17044316
489,41-教育、娱乐服务,,待审,19148686
490,41-教育、娱乐服务,,不定,19148784
491,41-教育、娱乐服务,,不定,19148577
492,41-教育、娱乐服务,,不定,19148620
493,42-科研服务,商标注册申请中,待审,11080892
494,42-科研服务,注册申请初步审定,待审,11080911
495,42-科研服务,商标无效,无效,11350878
496,41-教育、娱乐服务,商标注册申请等待驳回复审,无效,14273057
497,35-广告、销售、商业服务,商标无效,无效,14273042
498,42-科研服务,商标注册申请等待驳回通知发文,不定,14273070
499,09-软件产品、科学仪器,未知,无效,14273032
500,42-科研服务,商标注册申请中,不定,15855798
501,41-教育、娱乐服务,商标注册申请中,不定,15855799
502,38-电讯、通信服务,商标注册申请完成,待审,15855800
503,35-广告、销售、商业服务,商标注册申请完成,待审,15855801
504,09-软件产品、科学仪器,商标注册申请中,不定,15855802
505,42-科研服务,,不定,16936333
506,42-科研服务,,不定,17273651
507,42-科研服务,商标注册申请等待驳回复审,待审,17273524
508,42-科研服务,,不定,17285189
509,42-科研服务,商标注册申请等待驳回复审,待审,17285109
510,42-科研服务,,不定,17190243
511,42-科研服务,,不定,17190287
512,42-科研服务,商标注册申请等待驳回复审,待审,17339286
513,42-科研服务,商标注册申请受理通知书发文,不定,17339278
514,42-科研服务,未知,待审,17273664
515,42-科研服务,,不定,17190242
516,42-科研服务,,待审,19358915
517,42-科研服务,,不定,19358923
518,09-软件产品、科学仪器,,不定,19358322
519,09-软件产品、科学仪器,,不定,19358330
520,09-软件产品、科学仪器,,不定,19358359
521,09-软件产品、科学仪器,,不定,19358399
522,09-软件产品、科学仪器,,待审,19358478
523,09-软件产品、科学仪器,,待审,19358574
524,35-广告、销售、商业服务,,不定,19358712
525,42-科研服务,,待审,19358817
526,42-科研服务,,不定,19358866
527,42-科研服务,,待审,19358874
528,42-科研服务,,不定,19358936
529,35-广告、销售、商业服务,,不定,19358615
530,42-科研服务,,不定,21044441
531,41-教育、娱乐服务,,不定,21585840
532,41-教育、娱乐服务,,不定,21585993
533,41-教育、娱乐服务,,不定,21586137
534,42-科研服务,,不定,21586320
535,42-科研服务,,不定,21586140
536,42-科研服务,,不定,21586165
537,42-科研服务,商标注册申请等待受理中,不定,21397325
538,42-科研服务,,不定,21397359
539,42-科研服务,,不定,21397444
540,35-广告、销售、商业服务,,不定,21396624
541,09-软件产品、科学仪器,,不定,21396778
542,09-软件产品、科学仪器,,不定,21396930
543,09-软件产品、科学仪器,,不定,21397125
544,42-科研服务,,不定,21767836
545,09-软件产品、科学仪器,,待审,21767759
546,42-科研服务,,不定,21477130
547,09-软件产品、科学仪器,,不定,21476985
548,09-软件产品、科学仪器,,不定,22138118
549,09-软件产品、科学仪器,,不定,22138189
550,42-科研服务,,待审,22138271
551,42-科研服务,商标注册申请等待受理中,不定,22138307
