22,2012-03-22,董事(理事)、经理、监事,(注：标有*标志的为法定代表人)1 张志成* 执行董事2 张志成* 经理3 孙利娟 监事,(注：标有*标志的为法定代表人)1 马存利* 执行董事2 马存利* 经理3 沈红霞 监事,2017-03-14,1301
23,2017-05-17,住所,北京市丰台区丰桥路8号院甲15号1层06—6,北京市大兴区旧宫镇久敬庄路世界之花假日广场C2座10层1002室,2017-05-28,1671
24,2014-04-30,经营范围,销售服装、日用品、鞋帽、体育用品、工艺品、文具用品、电子产品、建筑材料、机械设备、家用电器、针纺织品、化工产品、计算机软硬件及辅助设备；服装设计；技术服务、技术推广、技术开发、技术转让。,销售服装、日用品、鞋帽、体育用品、工艺品、珠宝首饰、文具用品、电子产品、建筑材料、机械设备、家用电器、针纺织品、化工产品(不含化学危险品)、计算机软硬件及辅助设备；服装设计；技术服务、技术推广、技术开发、技术转让。,2017-03-13,1671
25,2015-05-19,经营范围,服装加工；销售日用品、针纺织品、服装服饰、工艺品、珠宝首饰(不含金银)、文体用品、办公用品、包装材料、皮革制品、五金交电、金属材料。,服装加工；销售日用品、针纺织品、服装服饰、工艺品、珠宝首饰(不含金银)、文体用品、办公用品、包装材料、皮革制品、五金交电、金属材料。依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,2017-03-13,1680
26,2012-01-04,"认缴的出资额,实缴的出资额,实缴的出资额",1 陈晓东 100 自然人股东,1 陈晓东 100 自然人股东,2017-06-06,1680
27,2012-01-04,"认缴的出资额,实缴的出资额",1 陈晓东 100 自然人股东,1 陈晓东 100 自然人股东,2017-03-13,1680
28,2014-09-28,经营范围,电光源方面的技术开发，技术咨询，技术服务，技术转让；销售建筑材料，电器设备，五金交电，汽车配件；组织展览展示活动；经济信息咨询服务；劳务服务。,电光源方面的技术开发，技术咨询，技术服务，技术转让；销售建筑材料，电器设备，五金交电，汽车配件；组织展览展示活动；经济信息咨询服务；劳务服务；技术进出口；货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)领取本执照后，应到市商务委或区县商务委备案。,2017-03-14,1778
29,2011-12-21,法定代表人,马军.,刘巍,2017-03-14,1778
30,2011-12-21,投资人,1 张雅莲 30 自然人股东2 马军. 30 自然人股东,1 刘巍 24 自然人股东2 赵冉 18 自然人股东3 逄煜姝 18 自然人股东,2017-03-14,1778
31,2011-12-21,董事(理事)、经理、监事,(注：标有*标志的为法定代表人)1 马军.* 执行董事2 马军.* 总经理3 张雅莲 监事,(注：标有*标志的为法定代表人)1 刘巍* 执行董事2 刘巍* 经理3 逄煜姝 监事,2017-03-14,1778
32,2012-11-19,经营范围,法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。,技术开发、技术转让、技术咨询、技术培训；经济贸易咨询；销售电子元器件、五金交电、计算机、软件及辅助设备、文化用品、建筑材料、汽车零配件。(未取得行政许可的项目除外),2017-03-13,1803
33,2015-11-27,经营范围,勾兑液体酒精；固体酒精。销售化工产品(不会危险化学品)、日用品、建材、电子产品、机械设备、五金交电、工艺美术品。,勾兑液体酒精；固体酒精；不带有储存设施经营乙醇【无水】、氢氧化钠(化学危险品经营许可证有效期至2016年04月21日)。销售化工产品(不含危险化学品)、日用品、建材、电子产品、机械设备、五金交电、工艺美术品。依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,2017-03-14,2014
34,2013-04-23,法定代表人,杨艳春,杨文龙,2017-03-14,2014
35,2013-04-23,董事(理事)、经理、监事,(注：标有*标志的为法定代表人)1 杨艳春* 执行董事2 杨艳春* 经理3 杨文龙 监事,(注：标有*标志的为法定代表人)1 杨文龙* 执行董事2 杨文龙* 经理3 杨艳春 监事,2017-03-14,2014
36,2011-10-13,实收资本(金),10 万元,50 万元,2017-03-14,2014
37,2011-10-13,实缴的出资额,1 杨文龙 25 自然人股东2 杨艳春 25 自然人股东,1 杨文龙 25 自然人股东2 杨艳春 25 自然人股东,2017-03-14,2014
38,2016-03-15,经营范围,汽车租赁；汽车装饰；洗车服务；会议服务；经济贸易咨询；劳务派遣；婚姻服务(不含涉外婚姻)；打字、复印服务。下期出资时间为2014年05月15日,汽车租赁；汽车装饰；洗车服务；会议服务；经济贸易咨询；婚姻服务(不含涉外婚姻)；打字、复印服务。企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。,2017-03-13,2069
39,2012-05-21,注册资本,3万元,50万元,2017-03-13,2069
40,2012-05-21,实收资本(金),3 万元,20 万元,2017-03-13,2069
41,2012-05-21,经营范围,汽车租赁；会议服务；打字、复印服务；婚姻服务(不含涉外婚姻)。,汽车租赁；汽车装饰；洗车服务；会议服务；经济贸易咨询；劳务派遣；婚姻服务(不含涉外婚姻)；打字、复印服务。下期出资时间为2014年05月15日,2017-03-13,2069
42,2012-05-21,"认缴的出资额,认缴的出资方式,认缴的出资时间,实缴的出资额,实缴的出资方式,实缴的出资时间",1 刘亚军 1.5 自然人股东2 刘庆军 1.5 自然人股东,1 刘庆军 25 自然人股东2 刘亚军 25 自然人股东,2017-03-13,2069
43,2012-05-21,"认缴的出资额,认缴的出资方式,认缴的出资时间,实缴的出资额,实缴的出资方式,实缴的出资时间,认缴的出资方式,认缴的出资时间,实缴的出资额,实缴的出资方式,实缴的出资时间",1 刘亚军 1.5 自然人股东2 刘庆军 1.5 自然人股东,1 刘庆军 25 自然人股东2 刘亚军 25 自然人股东,2017-06-06,2069
44,2010-05-27,经营范围,销售医疗器械Ⅲ类：医用电子仪器设备；手术室、急救室、诊疗室设备及器具；Ⅱ类：医用超声仪器及有关设备；临床检验分析仪器；医用化验和基础设备器具。生物技术开发；销售五金、交电、医疗器械(Ⅰ类)；维修医疗器械。,销售医疗器械Ⅲ类：医用电子仪器设备；手术室、急救室、诊疗室设备及器具、体外诊断试剂；Ⅱ类：医用超声仪器及有关设备；临床检验分析仪器；医用化验和基础设备器具。生物技术开发；销售五金、交电、医疗器械(Ⅰ类)；维修医疗器械。,2017-03-14,2299
45,2016-07-08,经营范围,专利代理,专利代理企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。,2017-03-14,2344
46,2014-02-28,"认缴的出资额,认缴的出资方式,认缴的出资时间,实缴的出资额,实缴的出资方式,实缴的出资时间,投资人",1 罗育人 自然人股东2 詹国永 自然人股东3 章育仲 自然人股东4 姜林 自然人股东5 王爱群 自然人股东6 祁纯阳 自然人股东,111 祁纯阳 自然人股东2 詹国永 自然人股东3 王爱群 自然人股东4 章育仲 自然人股东5 姜林 自然人股东,2017-07-08,2344
47,2014-02-28,董事(理事)、经理、监事,1 罗育人 自然人股东2 詹国永 自然人股东3 章育仲 自然人股东4 姜林 自然人股东5 王爱群 自然人股东6 祁纯阳 自然人股东,111 祁纯阳 自然人股东2 詹国永 自然人股东3 王爱群 自然人股东4 章育仲 自然人股东5 姜林 自然人股东,2017-07-08,2344
48,2011-10-27,"认缴的出资额,认缴的出资方式,认缴的出资时间,实缴的出资额,实缴的出资方式,实缴的出资时间,投资人,认缴的出资方式,认缴的出资时间,实缴的出资额,实缴的出资方式,实缴的出资时间,投资人",1 罗育人 7.2 自然人股东2 詹国永 2 自然人股东3 章育仲 0.2 自然人股东4 姜林 0.2 自然人股东5 王爱群 0.2 自然人股东6 祁纯阳 0.2 自然人股东,1 祁纯阳 7.4 自然人股东2 詹国永 2 自然人股东3 王爱群 0.2 自然人股东4 章育仲 0.2 自然人股东5 姜林 0.2 自然人股东,2017-06-14,2344
49,2011-10-27,"认缴的出资额,认缴的出资方式,认缴的出资时间,实缴的出资额,实缴的出资方式,实缴的出资时间,投资人",1 罗育人 7.2 自然人股东2 詹国永 2 自然人股东3 章育仲 0.2 自然人股东4 姜林 0.2 自然人股东5 王爱群 0.2 自然人股东6 祁纯阳 0.2 自然人股东,1 祁纯阳 7.4 自然人股东2 詹国永 2 自然人股东3 王爱群 0.2 自然人股东4 章育仲 0.2 自然人股东5 姜林 0.2 自然人股东,2017-03-14,2344
50,2016-07-28,董事(理事)、经理、监事,(注：标有*标志的为法定代表人)1 刘在停* 执行董事2 刘在停* 经理3 刘士阳 监事,(注：标有*标志的为法定代表人)1 刘在停* 执行董事2 刘在停* 经理3 陈连荣 监事,2017-03-14,2435
51,2016-06-17,法定代表人,裴建慧,刘在停,2017-03-14,2435
52,2016-06-17,投资人,1 裴建慧 自然人股东,1 刘在停 自然人股东,2017-03-14,2435
53,2016-06-17,董事(理事)、经理、监事,(注：标有*标志的为法定代表人)1 裴建慧* 执行董事2 裴建慧* 经理3 刘士阳 监事,(注：标有*标志的为法定代表人)1 刘在停* 执行董事2 刘在停* 经理3 刘士阳 监事,2017-03-14,2435
54,2016-06-17,投资人,变更前(注：标有*标志的为法定代表人)1 刘在停* 执行董事2 刘在停* 经理3 刘士阳 监事,变更后(注：标有*标志的为法定代表人)1 刘在停* 执行董事2 刘在停* 经理3 陈连荣 监事,2017-03-18,2435
55,2016-06-17,董事(理事)、经理、监事,变更前(注：标有*标志的为法定代表人)1 刘在停* 执行董事2 刘在停* 经理3 刘士阳 监事,变更后(注：标有*标志的为法定代表人)1 刘在停* 执行董事2 刘在停* 经理3 陈连荣 监事,2017-03-18,2435
56,2014-10-08,住所,北京市朝阳区十八里店乡周庄村北京大洋路农副产品市场临街2号楼9号,北京市海淀区金沟河路19号20号楼414室,2017-03-14,2435
57,2014-10-08,经营范围,零售预包装食品(食品流通许可证有效期至2015年5月14日)。销售日用品、文具用品、服装；仓储服务；经济贸易咨询。,批发预包装食品(食品流通许可证有效期至2017年08月28日)。销售日用品、文具用品、服装；仓储服务；经济贸易咨询。(依法须经批准的项目，经相关部门批准后方可开展经营活动),2017-03-14,2435
58,2017-06-23,经营范围,销售塑料制品、化工产品(不含危险化学品)、五金交电、日用杂货、建筑材料、文化用品、服装、鞋帽、家具；专业承包。,销售塑料制品、化工产品(不含危险化学品)、五金交电、日用杂货、建筑材料、文化用品、服装、鞋帽、家具；专业承包。企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。,2017-06-28,2467
59,2017-01-06,经营范围,技术推广；租赁建筑工程机械、建筑工程设备；销售建筑工程机械、五金交电、建筑材料、钢材。,技术推广；租赁建筑工程机械、建筑工程设备；销售建筑工程机械、五金交电、建筑材料、钢材。企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。,2017-03-13,2481
60,2012-12-14,企业名称,北京惠泽春巢建筑机械租赁有限公司,北京惠泽春巢光伏能源科技有限公司,2017-03-13,2481
61,2012-12-14,经营范围,租赁建筑工程机械、建筑工程设备；销售建筑工程机械、五金交电、建筑材料、钢材。,技术推广；租赁建筑工程机械、建筑工程设备；销售建筑工程机械、五金交电、建筑材料、钢材。,2017-03-13,2481
62,2014-03-25,住所,北京市海淀区信息路7号18号楼D04室,北京市海淀区中关村南大街2号A座2907,2016-11-25,2546
63,2011-11-25,住所,北京市海淀区五棵松路51号院18号楼101、103房间,北京市海淀区信息路7号18号楼D04室,2016-11-25,2546
64,2011-11-25,经营范围,技术开发。(法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。),技术开发、技术推广、技术转让、技术咨询、技术服务、技术培训；计算机系统服务；数据处理；基础软件服务、应用软件服务；销售电子产品、通讯设备、计算机、软件及辅助设备、文化用品、体育用品、机械设备、日用品、金属材料、建筑材料、化工产品(不含危险化学品及一类易制毒化学品)、家用电器。(未取得行政许可的项目除外),2016-11-25,2546
65,2011-11-25,"认缴的出资额,认缴的出资方式,认缴的出资时间,实缴的出资额,实缴的出资方式,实缴的出资时间,投资人",1 尉铭 2.5 自然人股东2 张建新 2.5 自然人股东,1 米军 2.5 自然人股东2 米朋芳 2.5 自然人股东,2016-11-25,2546
66,2016-12-09,经营范围,劳务分包。企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。,劳务分包；租赁建筑工程机械、建筑工程设备；工程勘察设计；工程和技术研究与试验发展；技术开发；技术咨询；技术转让。企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。,2017-03-14,2580
67,2016-10-24,经营范围,劳务分包。(未取得行政许可的项目除外),劳务分包。企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。,2017-03-14,2580
68,2013-05-08,经营范围,法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。,劳务分包。(未取得行政许可的项目除外),2017-03-14,2580
69,2011-12-06,法定代表人,宋长平,王新勇,2017-03-14,2736
70,2011-12-06,经营范围,餐饮服务。(含凉菜、不含裱花蛋糕、不含生食海产品)企业管理服务。(法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。),餐饮服务。(含凉菜、不含裱花蛋糕、不含生食海产品)企业管理；经济贸易咨询；市场调查；承办展览展示活动；会议服务；技术服务、技术开发、技术咨询。(未取得行政许可的项目除外),2017-03-14,2736
71,2011-12-06,"实缴的出资额,投资人",1 贺宏斌 3.5 自然人股东2 宋长平 1.5 自然人股东,1 王雷雷 4 自然人股东2 王新勇 1 自然人股东,2017-03-14,2736
72,2011-12-06,董事(理事)、经理、监事,(注：标有*标志的为法定代表人)1 宋长平* 执行董事2 宋长平* 经理3 贺宏斌 监事,(注：标有*标志的为法定代表人)1 王新勇* 执行董事2 王新勇* 经理3 王雷雷 监事,2017-03-14,2736
73,2010-11-19,法定代表人,景建民,宋长平,2017-03-14,2736
74,2010-11-19,"认缴的出资额,认缴的出资方式,认缴的出资时间,实缴的出资额,实缴的出资方式,实缴的出资时间,投资人",1 贺宏斌 3.5 自然人股东2 景建民 1.5 自然人股东,1 贺宏斌 3.5 自然人股东2 宋长平 1.5 自然人股东,2017-03-14,2736
75,2010-11-19,董事(理事)、经理、监事,(注：标有*标志的为法定代表人)1 景建民* 执行董事2 景建民* 经理3 贺宏斌 监事,(注：标有*标志的为法定代表人)1 宋长平* 执行董事2 宋长平* 经理3 贺宏斌 监事,2017-03-14,2736
76,2016-04-20,住所,北京市朝阳区新房路3号院8号楼7层(06)705,北京市通州区潞通大街191号3层01-355B,2017-03-13,2812
77,2016-04-20,经营范围,技术推广服务；设计、制作、代理、发布广告；会议及展览服务；电脑打字、录入、校对、打印服务；电脑排版；电脑图文设计、制作；组织文化艺术交流活动(不含演出)；销售日用品、文具用品、体育用品、工艺品。依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,技术推广服务；设计、制作、代理、发布广告；会议及展览服务；电脑打字、录入、校对、打印服务；电脑排版；电脑图文设计、制作；组织文化艺术交流活动；零售日用品、文具用品、体育用品(不含弩)、工艺品(不含文物)。企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本区产业政策禁止和限制类项目的经营活动。,2017-03-13,2812
78,2015-04-08,注册资本,10万元,100万元,2017-03-21,2812
79,2014-06-17,住所,北京市朝阳区柳芳南里甲5号1号楼1至5层1-1内三层3018号,北京市朝阳区新房路3号院8号楼7层(06)705,2017-03-13,2812
80,2013-07-08,住所,北京市朝阳区育慧北路8号三区3号楼二层B2267层,北京市朝阳区柳芳南里甲5号1号楼1至5层1-1内三层3018号,2017-03-13,2812
81,2011-10-13,住所,北京市朝阳区深沟村(无线电元件九厂)46号楼213室,北京市朝阳区育慧北路8号三区3号楼二层B2267层,2017-03-13,2812
82,2015-09-07,变更经营者,李武德,,2016-03-09,2931
83,2015-09-07,经营范围及方式,销售建材。(经营期限至2015年8月19日),销售建材。(经营期限至2016年11月6日)依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,2016-03-09,2931
84,2011-04-14,经营范围,专业承包；家居装饰。,专业承包；家居装饰；租赁建筑机械、建筑器材。,2017-03-14,2964
85,2016-12-01,住所,北京市大兴区旧宫镇旧宫西路93号7栋210室,北京市大兴区旧宫镇旧桥路25号院11-505,2017-03-13,3025
86,2012-06-07,"认缴的出资额,实缴的出资额",1 黄国杰 50 自然人股东,1 黄国杰 108 自然人股东,2017-03-13,3025
87,2012-06-07,"认缴的出资额,实缴的出资额,实缴的出资额",1 黄国杰 50 自然人股东,1 黄国杰 108 自然人股东,2017-06-06,3025
88,2012-06-07,注册资本,50万元,108万元,2017-03-13,3025
89,2012-06-07,实收资本(金),50 万元,108 万元,2017-03-13,3025
90,2011-08-05,注册资本,10万元,50万元,2017-03-13,3025
91,2011-08-05,实收资本(金),10 万元,50 万元,2017-03-13,3025
92,2011-08-05,"认缴的出资额,实缴的出资额",1 黄国杰 10 自然人股东,1 黄国杰 50 自然人股东,2017-03-13,3025
93,2011-08-05,"认缴的出资额,实缴的出资额,实缴的出资额",1 黄国杰 10 自然人股东,1 黄国杰 50 自然人股东,2017-06-06,3025
94,2010-04-15,住所,北京市大兴区旧宫镇红星楼小区22栋705室,北京市大兴区旧宫镇旧宫西路93号7栋210室,2017-03-13,3025
95,2017-06-02,经营范围,销售服装、鞋帽、针纺织品、办公用品、箱包、礼品、灯具、服装设计。,销售服装、鞋帽、针纺织品、办公用品、箱包、礼品、灯具、服装设计。企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。,2017-06-06,3109
96,2012-05-03,实收资本(金),10 万元,30 万元,2017-03-13,3109
97,2012-05-03,经营范围,法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。下期出资时间为2012年05月04日,销售服装、鞋帽、针纺织品、办公用品、箱包、礼品、灯具、服装设计。,2017-03-13,3109
98,2012-05-03,实缴的出资额,1 崔淑学 18 自然人股东2 王秘芬 12 自然人股东,1 崔淑学 18 自然人股东2 王秘芬 12 自然人股东,2017-03-13,3109
99,2017-02-27,经营范围,普通货运(道路运输经营许可证有效期至2016年9月5日)。货运代理；仓储服务(需要专项审批的项目除外)；分批包装；经济贸易咨询。依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,道路货物运输。货运代理；仓储服务(需要专项审批的项目除外)；分批包装；经济贸易咨询。企业依法自主选择经营项目，开展经营活动；道路货物运输以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。,2017-03-12,3142
100,2015-03-31,经营范围,普通货运(道路运输经营许可证有效期至2016年9月5日)。货运代理；仓储服务(需要专项审批的项目除外)；分批包装；经济贸易咨询。,普通货运(道路运输经营许可证有效期至2016年9月5日)。货运代理；仓储服务(需要专项审批的项目除外)；分批包装；经济贸易咨询。依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,2017-03-12,3142
101,2012-10-30,"认缴的出资额,实缴的出资额,实缴的出资额",1 罗静 2 自然人股东2 张玉涛 1 自然人股东,1 罗静 49 自然人股东2 张玉涛 1 自然人股东,2017-07-06,3142
102,2012-10-30,注册资本,3万元,50万元,2017-03-12,3142
103,2012-10-30,实收资本(金),3 万元,50 万元,2017-03-12,3142
104,2012-10-30,"认缴的出资额,实缴的出资额",1 罗静 2 自然人股东2 张玉涛 1 自然人股东,1 罗静 49 自然人股东2 张玉涛 1 自然人股东,2017-03-12,3142
105,2015-02-04,经营范围,普通货运。仓储服务；分批包装；货运代理。,普通货运。仓储服务；分批包装；货运代理。依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,2017-03-13,3345
106,2015-01-29,经营范围,法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。,销售文化体育用品、建筑材料、装饰材料、五金交电、灯具、电子元器件、电子产品、金属材料；技术开发、技术服务；委托加工五金、灯具。依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,2017-03-14,3595
107,2016-05-27,经营范围,销售日用品、计算机、软件及辅助设备、五金交电、家用电器、通讯设备、服装、鞋帽、针纺织品、化工产品(不含危险化学品及一类易制毒化学品)、工艺品、化妆品、办公用文具、体育用品。(未取得行政许可的项目除外),销售日用品、计算机、软件及辅助设备、五金交电、家用电器、通讯设备、服装、鞋帽、针纺织品、化工产品(不含危险化学品及一类易制毒化学品)、工艺品、化妆品、办公用文具、体育用品。(未取得行政许可的项目除外)企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。,2017-03-13,3745
108,2014-01-26,住所,北京市海淀区上地十街1号院2号楼17层1711室,北京市丰台区外环西路二十六号院3号楼201室,2017-03-13,3745
109,2012-11-22,实收资本(金),10 万元,50 万元,2017-03-13,3745
110,2012-11-22,实缴的出资额,1 钟宏中 47.5 自然人股东2 钟宏洲 2.5 自然人股东,1 钟宏中 47.5 自然人股东2 钟宏洲 2.5 自然人股东,2017-03-13,3745
111,2012-07-02,住所,北京市丰台区大成里秀园13号楼东侧楼(卢沟桥企业集中办公区),北京市海淀区上地十街1号院2号楼17层1711室,2017-03-13,3745
112,2012-07-02,法定代表人,戴文建,钟宏中,2017-03-13,3745
113,2012-07-02,经营范围,销售日用品、计算机软件及辅助设备、五金交电、电子产品、家用电器、通讯设备、服装、鞋帽、针纺织品、化工产品、工艺品、首饰、化妆品、文具用品、体育用品。,销售日用品、计算机、软件及辅助设备、五金交电、家用电器、通讯设备、服装、鞋帽、针纺织品、化工产品(不含危险化学品及一类易制毒化学品)、工艺品、化妆品、办公用文具、体育用品。(未取得行政许可的项目除外)下期出资时间为2013年01月17日,2017-03-13,3745
114,2012-07-02,投资人,1 曾令军 10 自然人股东2 成爱兵 10 自然人股东3 杜洪波 10 自然人股东4 戴文建 10 自然人股东5 戴建华 10 自然人股东,1 钟宏中 47.5 自然人股东2 钟宏洲 2.5 自然人股东,2017-03-13,3745
115,2012-07-02,董事(理事)、经理、监事,(注：标有*标志的为法定代表人)1 戴文建* 执行董事2 戴文建* 经理3 杜洪波 监事,(注：标有*标志的为法定代表人)1 钟宏中* 执行董事2 钟宏中* 经理3 钟宏洲 监事,2017-03-13,3745
116,2016-07-05,法定代表人,周桂香,张建华,2017-03-14,4035
117,2016-07-05,董事(理事)、经理、监事,(注：标有*标志的为法定代表人)1 周桂香* 执行董事2 周桂香* 经理3 张建华 监事,(注：标有*标志的为法定代表人)1 张建华* 执行董事2 张建华* 经理3 刘风云 监事,2017-03-14,4035
118,2015-02-09,经营范围,技术推广服务；销售日用品、医疗器械(Ⅰ类)、化工产品(不含危险化学品)。,技术推广服务；销售日用品、医疗器械(Ⅰ类)、化工产品(不含危险化学品)。依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,2017-03-14,4035
