24,马二烈,监事,4451
6335,马少烈,法定代表人,4451
6336,赵兰芳,法定代表人,4500
6337,翁祖明,法定代表人,4608
6338,张献府,法定代表人,4648
6339,于纪红,法定代表人,4909
6340,郑磊,法定代表人,4967
6341,解树俊,法定代表人,5022
6342,张兆君,法定代表人,5054
26,陈福秀,执行董事,5139
25,陈福秀,经理,5139
6343,陈福秀,法定代表人,5139
6344,岳春清,法定代表人,5198
6345,王井伦,法定代表人,5229
27,王井伦,执行董事,5229
28,王井伦,经理,5229
6346,康颖会,法定代表人,5262
6347,杨红英,法定代表人,5342
29,尹京毛,监事,5425
31,朴京男,执行董事,5425
30,朴京男,总经理,5425
6348,朴京男,法定代表人,5425
6349,吴岱妮,法定代表人,5498
6350,邓沈鸿,法定代表人,5608
6351,石毅玲,法定代表人,5779
6352,张光超,法定代表人,5854
6353,王传文,法定代表人,5954
6354,郑长锋,法定代表人,6052
6355,郭薇,法定代表人,6143
6356,项广红,法定代表人,6228
32,庞洲,总经理,6228
33,项广红,执行董事,6228
6357,毕恒福,法定代表人,6294
6358,霍文斌,法定代表人,6430
6359,张清,法定代表人,6480
6360,卢祖权,法定代表人,6518
6361,张静,法定代表人,6589
6362,库国正,法定代表人,6768
34,周红珠,总经理,6846
35,展英杰,副董事长,6846
36,展迎兵,董事长,6846
37,展雪梅,监事会主席,6846
38,展顺,董事,6846
6363,展迎兵,法定代表人,6846
6364,李小萍,法定代表人,6847
39,谢上杭,监事,6847
6365,梁林,法定代表人,6917
6366,高贵根,法定代表人,6941
40,王贵芝,监事,6941
6367,孙忠波,法定代表人,7108
41,孙忠波,执行董事,7108
42,孙忠波,经理,7108
6368,罗春花,法定代表人,7175
6369,张培英,法定代表人,7183
6370,曾丹,法定代表人,7245
43,宫希哲,监事,7245
6371,梁太龙,法定代表人,7254
6372,李华绩,法定代表人,7336
44,孔蕴鸿,总经理,7393
45,孔蕴鸿,执行董事,7393
6373,孔蕴鸿,法定代表人,7393
6374,丁杰,法定代表人,7470
46,曲有泽,监事,7470
6375,秦爱英,法定代表人,7567
48,秦爱英,经理,7567
47,秦爱英,执行董事,7567
6376,刁金强,法定代表人,7640
6377,王炜东,法定代表人,7701
49,闰敬芳,监事,7752
6378,赵利,法定代表人,7752
50,张乾正,监事,7833
52,张乾端,执行董事,7833
6379,张乾端,法定代表人,7833
51,张乾端,经理,7833
53,李若邻,监事,7906
6380,许海生,法定代表人,7906
6381,宁路,法定代表人,7984
6382,陈丽华,法定代表人,7994
6383,邢连贵,法定代表人,8009
54,于传红,监事,8009
6384,邵野,法定代表人,8045
6385,孙智超,法定代表人,8127
6386,刘东阳,法定代表人,8184
6387,冀明华,法定代表人,8200
6388,程浩,法定代表人,8239
6389,池雄武,法定代表人,8282
55,池雄武,经理,8282
56,池雄武,执行董事,8282
6390,崔剑平,法定代表人,8338
6391,许岩,法定代表人,8383
6392,于树军,法定代表人,8384
57,陈翠花,监事,8384
6393,崔万里,法定代表人,8427
6394,张晓军,法定代表人,8470
6395,杜怀民,法定代表人,8506
6396,曾扬征,法定代表人,8577
6397,王杰,法定代表人,8657
58,黄灵运,监事,8722
6398,张承海,法定代表人,8722
6399,吴占忠,法定代表人,8735
6400,赵庆华,法定代表人,8789
59,边进辉,监事,8789
60,别庆鹏,监事,8885
6401,杨伟,法定代表人,8885
62,郑双凤,执行董事,8909
61,郑双凤,总经理,8909
6402,郑双凤,法定代表人,8909
6403,黄玲,法定代表人,9009
6404,蒋宁,法定代表人,9039
63,付秀岭,监事,9039
64,蒋杰颖,总经理,9039
6405,李照奇,法定代表人,9231
65,李照奇,执行董事,9231
67,郭玉革,监事,9231
66,李照奇,经理,9231
6406,王大庆,法定代表人,9274
6407,张昆仑,法定代表人,9342
6408,张海涛,法定代表人,9374
6409,黎成森,法定代表人,9522
6410,王燕,法定代表人,9573
6411,李殿军,法定代表人,9600
69,郭建府,董事,9600
68,兰宝民,董事,9600
6412,夏清安,法定代表人,9707
6413,王彬,法定代表人,9801
70,王健攝,董事,9801
6414,林伟华,法定代表人,9929
71,林术全,监事,9929
6415,张清松,法定代表人,10001
73,樊振桥,执行董事,10040
72,樊振桥,经理,10040
6416,陈会文,法定代表人,10123
75,陈洪幸,总经理,10123
74,陈会文,执行董事,10123
76,魏裕忠,执行董事,10180
6417,魏裕忠,法定代表人,10180
6418,黄旭,法定代表人,10238
6419,欧丑丑,法定代表人,10336
77,杨镇岑,监事,10336
78,欧丑丑,经理,10336
79,欧丑丑,执行董事,10336
6420,蔡孝明,法定代表人,10431
6421,杨晓东,法定代表人,10479
80,苏善耀,执行董事,10557
6422,苏善耀,法定代表人,10557
81,单新民,监事,10594
6423,董辉,法定代表人,10594
6424,张玉萍,法定代表人,10643
6425,王东宁,法定代表人,10730
6426,白瑾,法定代表人,10856
82,刘汝艳,监事,11097
6427,钟华,法定代表人,11097
6428,王晓群,法定代表人,11191
6429,于欣,法定代表人,11262
6430,罗钧,法定代表人,11290
83,芦丽丹,监事,11292
6431,叶彬,法定代表人,11292
6432,钟宁,法定代表人,11312
6433,郝杰,法定代表人,11435
84,郝庆章,监事,11435
6434,王荣昌,法定代表人,11492
6435,刘永红,法定代表人,11544
85,王永舫,监事,11584
6436,戚兵,法定代表人,11584
6437,王兴趣,法定代表人,11611
86,王碧燕,监事,11674
6438,王碧林,法定代表人,11674
87,林成英,监事,11710
6439,潘家运,法定代表人,11710
6440,于秋猛,法定代表人,11779
6441,穆赞华,法定代表人,11820
6442,章鑫杰,法定代表人,11834
90,章鑫杰,经理,11834
89,章鑫杰,执行董事,11834
88,帅文韵,监事,11834
6443,付蓉,法定代表人,11926
92,黄书春,监事会主席,11926
91,孟鹤,董事长,11926
6444,刘婧,法定代表人,11954
6445,秦四清,法定代表人,12018
6446,郑阳,法定代表人,12065
93,吕世明,监事,12107
95,吕奎元,总经理,12107
6447,吕奎元,法定代表人,12107
94,吕奎元,执行董事,12107
6448,郭维慧,法定代表人,12163
6449,李月琴,法定代表人,12199
6450,孔叶萍,法定代表人,12219
6451,王斌,法定代表人,12250
6452,王月光,法定代表人,12343
6453,孔叶萍,法定代表人,12436
6454,张天珍,法定代表人,12532
6455,付蓉,法定代表人,12548
6456,丁振福,法定代表人,12575
6457,曹国圣,法定代表人,12603
98,曹国祥,监事,12603
97,曹国圣,总经理,12603
96,曹国圣,执行董事,12603
6458,冉林华,法定代表人,12659
6459,张建军,法定代表人,12744
6460,张宝库,法定代表人,12760
6461,赵博军,法定代表人,12763
99,赵博军,执行董事,12763
100,赵博军,经理,12763
6462,靳凤琴,法定代表人,12839
102,李士雪,总经理,12848
6463,李士雪,法定代表人,12848
103,李士雪,执行董事,12848
101,劳鸿哲,监事,12848
6464,姚满香,法定代表人,12920
105,阮朝晞,经理,12960
104,阮朝晞,执行董事,12960
6465,阮朝晞,法定代表人,12960
106,周锦钟,监事,13017
6466,陈灿,法定代表人,13017
6467,郑杏才,法定代表人,13169
6468,李娟,法定代表人,13240
107,韩旭蓥,监事,13283
6469,马畅,法定代表人,13283
108,金成杰,执行董事,13297
6470,金成杰,法定代表人,13297
6471,张雪峰,法定代表人,13331
6472,陈伟国,法定代表人,13397
6473,李亚铎,法定代表人,13483
110,李亚铎,执行董事,13483
109,房光,监事,13483
111,李亚铎,总经理,13483
112,袁显鹏,执行董事,13488
113,袁显鹏,经理,13488
6474,袁显鹏,法定代表人,13488
6475,刘爽,法定代表人,13599
114,董凤鸾,监事,13599
6476,李玉银,法定代表人,13623
115,袁玉鹏,监事会主席,13623
6477,李松,法定代表人,13690
116,单裕强,监事,13700
6478,冯登殿,法定代表人,13700
6479,徐立群,法定代表人,13762
6480,李海英,法定代表人,13782
6481,张朝辉,法定代表人,13818
6482,李彤,法定代表人,13857
117,郭会艳,监事,13893
6483,陈宁,法定代表人,13893
118,常奇峰,监事,13969
6484,张宏杰,法定代表人,13969
6485,翟应启,法定代表人,14060
119,翟应启,经理,14060
120,翟应启,执行董事,14060
121,黄宁庆,监事,14060
6486,王培春,法定代表人,14068
6487,李明,法定代表人,14147
122,孟翔波,监事,14180
6488,高学海,法定代表人,14180
123,朱维加,总经理,14215
6489,朱维加,法定代表人,14215
6490,戴熙宁,法定代表人,14295
6491,韩占坤,法定代表人,14486
6492,庞云,法定代表人,14578
125,商井如,执行董事,14705
124,商井如,经理,14705
6493,商井如,法定代表人,14705
6494,张景利,法定代表人,14762
6495,李东阳,法定代表人,14870
6496,徐明苗,法定代表人,14948
127,徐明苗,经理,14948
126,徐明苗,执行董事,14948
6497,胥荣,法定代表人,15006
129,李燕秀,执行董事,15131
128,李燕秀,总经理,15131
6498,李燕秀,法定代表人,15131
6499,刘玉,法定代表人,15208
6500,王永林,法定代表人,15240
130,张琪凯,监事,15250
6501,张琦琳,法定代表人,15250
6502,张涛,法定代表人,15298
6503,舒子强,法定代表人,15388
6504,李程,法定代表人,15405
6505,刘展,法定代表人,15418
6506,田玉江,法定代表人,15439
131,刘好勤,董事长,15458
6507,刘好勤,法定代表人,15458
6508,尹青山,法定代表人,15545
6509,陈光益,法定代表人,15613
6510,胡松青,法定代表人,15712
6511,李伟成,法定代表人,15773
133,赵灵京,总经理,15864
134,赵灵太,执行董事,15864
132,樊晓康,监事,15864
6512,赵灵太,法定代表人,15864
6513,苏克辛,法定代表人,15934
6514,吴仁将,法定代表人,16054
6515,杨怀宇,法定代表人,16111
138,解启宝,董事长,16184
137,范广成,董事,16184
6516,解启宝,法定代表人,16184
136,周锋铭,经理,16184
135,周锋铭,董事,16184
6517,曾本英,法定代表人,16203
139,曾本英,执行董事,16203
6518,李嘉,法定代表人,16259
140,李成茂,总经理,16259
6519,李勇,法定代表人,16342
141,齐艳艳,监事,16342
6520,苗军光,法定代表人,16348
143,刘官海,总经理,16373
144,徐成果,监事,16373
6521,刘官海,法定代表人,16373
142,刘官海,执行董事,16373
6522,李延,法定代表人,16433
6523,张建生,法定代表人,16480
6524,高楠,法定代表人,16482
145,徐雁威,监事,16482
6525,蔡珊珊,法定代表人,16566
6526,李国瑞,法定代表人,16586
146,任琳维,监事,16666
6527,赵强,法定代表人,16666
6528,侯会丽,法定代表人,16758
147,张天帅,监事,16758
6529,杨爽,法定代表人,16802
6530,李恒芳,法定代表人,16885
148,魏宇红,监事,16889
6531,魏宇宵,法定代表人,16889
6532,陈友华,法定代表人,16919
149,马向远,总经理,16953
150,马向远,执行董事,16953
6533,马向远,法定代表人,16953
6534,刘志怀,法定代表人,17019
6535,戴素红,法定代表人,17063
151,陈金兵,监事,17063
6536,颜海燕,法定代表人,17243
6537,张研,法定代表人,17287
6538,孟凡军,法定代表人,17420
6539,徐旭东,法定代表人,17499
6540,冯亚莉,法定代表人,17509
6541,苏京,法定代表人,17536
6542,张凤岐,法定代表人,17577
6543,申涛,法定代表人,17631
6544,龙伟,法定代表人,17668
6545,王树武,法定代表人,17765
6546,贺晨光,法定代表人,17941
6547,陈志勇,法定代表人,18017
6548,王哲元,法定代表人,18112
6549,夏锋,法定代表人,18151
6550,杜怀秋,法定代表人,18153
154,杜怀秋,经理,18153
153,杜怀秋,执行董事,18153
152,慕松梅,监事,18153
155,张方挺,执行董事,18229
6551,张方挺,法定代表人,18229
6552,朱怀彬,法定代表人,18288
158,洪作志,执行董事,18375
157,洪作志,经理,18375
6553,洪作志,法定代表人,18375
156,朱朝兰,监事,18375
6554,赵刚,法定代表人,18486
159,何怀义,总经理,18527
6555,李悦,法定代表人,18527
6556,李光宇,法定代表人,18601
6557,马志刚,法定代表人,18657
160,马夫银,监事,18657
6558,王志刚,法定代表人,18787
6559,周尚宽,法定代表人,18823
6560,田爱娟,法定代表人,18915
161,卢红旺,监事,18915
6561,王慧东,法定代表人,19007
6562,王和平,法定代表人,19033
162,张晶辉,监事,19033
6563,韩建电,法定代表人,19100
164,高长城,经理,19147
163,高长城,执行董事,19147
6564,高长城,法定代表人,19147
6565,朱昌虎,法定代表人,19212
6566,许宜彬,法定代表人,19305
167,许宜彬,执行董事,19305
165,冯学飞,监事,19305
166,吕黔生,总经理,19305
168,冯美兰,执行董事,19384
169,冯美兰,总经理,19384
6567,冯美兰,法定代表人,19384
6568,李京蓉,法定代表人,19428
6569,武小良,法定代表人,19494
170,王志银,监事,19494
6570,白玲,法定代表人,19577
6571,朱加国,法定代表人,19624
6572,熊志君,法定代表人,19701
6573,段秀莲,法定代表人,19719
6574,马立平,法定代表人,19805
6575,李并玲,法定代表人,19811
171,李并玲,执行董事,19811
172,李并玲,经理,19811
6576,张志峰,法定代表人,19838
173,张园芬,监事,19851
6577,李中全,法定代表人,19851
175,吕伟民,执行董事,19914
174,吕伟民,经理,19914
6578,吕伟民,法定代表人,19914
176,张纪才,监事,19943
6579,陈新保,法定代表人,19943
177,沈光志,监事,19977
6580,周义军,法定代表人,19977
6581,屠秀梅,法定代表人,20022
6582,赵国辉,法定代表人,20028
6583,马如飞,法定代表人,20051
6584,张平,法定代表人,20060
178,宋久冬,监事,20060
180,吴军永,董事,20188
179,吕占虎,董事,20188
6585,李建军,法定代表人,20188
6586,崔颖,法定代表人,20321
181,白祖芳,监事,20321
6587,董宁,法定代表人,20328
182,董恩生,监事,20328
6588,杨楠,法定代表人,20409
6589,刘宗文,法定代表人,20496
6590,赵业菊,法定代表人,20587
183,赵业菊,经理,20587
184,赵业菊,执行董事,20587
6591,曹勋功,法定代表人,20659
185,曹勋功,执行董事,20659
186,曹勋功,经理,20659
6592,吴忠状,法定代表人,20719
6593,李红莲,法定代表人,20720
6594,温玉英,法定代表人,20760
6595,焦颖楠,法定代表人,20858
187,焦颖楠,执行董事,20858
189,苗京立,执行董事,20914
188,苗京立,经理,20914
6596,苗京立,法定代表人,20914
190,吴秋园,监事,21004
6597,胡秀英,法定代表人,21004
191,辛曼霞,总经理,21004
6598,王振国,法定代表人,21097
192,赵志果,监事,21097
6599,王小叶,法定代表人,21178
193,栾小参,监事,21178
195,钟密云,经理,21181
194,钟密云,执行董事,21181
6600,钟密云,法定代表人,21181
6601,朱东升,法定代表人,21275
6602,刘永哲,法定代表人,21331
197,邱自强,执行董事,21407
6603,邱自强,法定代表人,21407
196,邱自强,经理,21407
6604,沈翠娥,法定代表人,21441
199,沈翠娥,执行董事,21441
198,沈翠娥,经理,21441
6605,管亦杰,法定代表人,21494
6606,刘成民,法定代表人,21503
200,麻晓燕,监事,21503
6607,晏涛,法定代表人,21539
6608,崔长征,法定代表人,21546
6609,白春燕,法定代表人,21558
6610,田全龙,法定代表人,21694
201,姜天锡,总经理,21694
6611,李德辉,法定代表人,21734
202,姚跃红,执行董事,21763
6612,姚跃红,法定代表人,21763
203,姚跃红,经理,21763
204,顾鑫萍,监事,21764
6613,柴建国,法定代表人,21764
206,邵应宏,总经理,21855
205,邵应宏,执行董事,21855
6614,邵应宏,法定代表人,21855
6615,朱家兴,法定代表人,21904
6616,王小涛,法定代表人,21975
208,汤玫捷,经理,22039
207,汤玫捷,执行董事,22039
6617,汤玫捷,法定代表人,22039
210,郑贤龙,执行董事,22121
209,郑贤龙,总经理,22121
6618,郑贤龙,法定代表人,22121
6619,杨东,法定代表人,22197
211,曾圣文,经理,22268
212,曾圣文,执行董事,22268
6620,曾圣文,法定代表人,22268
6621,卫传明,法定代表人,22326
215,卫传明,经理,22326
214,卫传明,执行董事,22326
213,鲁德琴,监事,22326
6622,于雷,法定代表人,22369
6623,于丽华,法定代表人,22377
216,杨冀龙,董事,22468
6624,赵伟,法定代表人,22468
217,韩维儒,董事,22484
6625,王英善,法定代表人,22484
6626,杨玉颖,法定代表人,22517
6627,许秋红,法定代表人,22540
220,黄少康,经理,22637
219,黄少康,董事长,22637
218,喻成华,董事,22637
6628,黄少康,法定代表人,22637
6629,谭其伟,法定代表人,22711
223,谭其谊,监事,22711
222,谭其伟,总经理,22711
221,谭其伟,执行董事,22711
6630,宋虹漫,法定代表人,22790
224,谢晴华,监事,22790
6631,梁志祥,法定代表人,22822
6632,王宗堂,法定代表人,22858
6633,徐双阳,法定代表人,22902
6634,李英绮,法定代表人,22951
225,陈艳波,执行董事,22953
226,陈艳波,经理,22953
6635,陈艳波,法定代表人,22953
6636,孙作敏,法定代表人,23038
6637,张海龙,法定代表人,23105
6638,唐亮,法定代表人,23142
6639,章叶青,法定代表人,23166
6640,李永建,法定代表人,23187
6641,李艳杰,法定代表人,23263
6642,王贺,法定代表人,23359
6643,姚建力,法定代表人,23432
228,葛晓侠,经理,23548
6644,葛晓侠,法定代表人,23548
227,葛晓侠,执行董事,23548
229,梁泽军,执行董事,23560
6645,梁泽军,法定代表人,23560
230,梁泽军,经理,23560
6646,李灿曼,法定代表人,23565
6647,蔡传潘,法定代表人,23568
233,蔡传潘,经理,23568
232,蔡传潘,执行董事,23568
231,张兆中,监事,23568
6648,王晓燕,法定代表人,23597
6649,严屹,法定代表人,23614
235,严屹,总经理,23614
234,严屹,执行董事,23614
6650,李世超,法定代表人,23696
6651,卞江,法定代表人,23697
6652,柴洪阁,法定代表人,23793
237,柴洪阁,经理,23793
236,柴洪阁,执行董事,23793
6653,陈菁,法定代表人,23842
238,水慈源,监事,23842
6654,赵凝,法定代表人,23941
6655,周连惠,法定代表人,24033
239,危春山,监事,24087
240,危继超,经理,24087
241,危继超,执行董事,24087
6656,危继超,法定代表人,24087
6657,袁晖,法定代表人,24230
6658,黄卿照,法定代表人,24243
6659,赵凝,法定代表人,24296
243,余向春,执行董事,24361
244,郭广正,监事,24361
6660,余向春,法定代表人,24361
242,余向春,经理,24361
6661,雷鸣,法定代表人,24410
6662,杨永青,法定代表人,24592
6663,袁晖,法定代表人,24654
246,朱鹏博,经理,24781
245,朱鹏博,执行董事,24781
6664,朱鹏博,法定代表人,24781
247,孙辰库,监事,24855
6665,常栓库,法定代表人,24855
6666,凌代清,法定代表人,24946
248,凌代清,总经理,24946
249,凌代清,执行董事,24946
250,成冬勇,总经理,25027
251,成冬勇,执行董事,25027
6667,成冬勇,法定代表人,25027
6668,孔令迪,法定代表人,25060
253,孔令迪,经理,25060
252,孔令迪,执行董事,25060
6669,赵玉霞,法定代表人,25165
254,仝太前,监事,25165
6670,郭普,法定代表人,25255
256,沙吉孜汗,执行董事,25260
6671,沙吉孜汗,法定代表人,25260
255,赵佩琮,监事,25260
257,沙吉孜汗,经理,25260
258,冯学仕,监事,25302
6672,王耀东,法定代表人,25302
6673,李传勇,法定代表人,25351
6674,辛涛,法定代表人,25404
259,湛锦超,监事,25423
6675,闫鹏,法定代表人,25423
260,白智祥,监事,25500
6676,李云霞,法定代表人,25500
261,黄改芬,监事,25600
6677,刘博,法定代表人,25600
6678,李月琴,法定代表人,25692
6679,金红,法定代表人,25760
264,蔡佑昆,监事,25778
262,蔡贵,执行董事,25778
263,蔡贵,经理,25778
6680,蔡贵,法定代表人,25778
6681,潘平凤,法定代表人,25795
266,潘平凤,执行董事,25795
267,潘平凤,经理,25795
265,沈新玉,监事,25795
6682,吴卫萍,法定代表人,25866
6683,孙美荣,法定代表人,25947
6684,张七星,法定代表人,25969
6685,郑显超,法定代表人,26162
6686,黄宗敏,法定代表人,26175
268,王广坤,监事,26175
269,黄宗敏,执行董事,26175
270,黄宗敏,总经理,26175
6687,袁平,法定代表人,26251
271,周宗元,董事,26251
272,王逸新,监事,26251
273,邵继平,董事,26251
6688,庄小雄,法定代表人,26386
6689,衡忠保,法定代表人,26403
6690,杜微微,法定代表人,26485
275,姜学芬,监事,26485
274,冯新状,董事,26485
6691,伊永生,法定代表人,26550
6692,佘安,法定代表人,26599
277,崔小尚,执行董事,26700
6693,崔小尚,法定代表人,26700
276,崔小尚,总经理,26700
6694,韩献武,法定代表人,26778
6695,刘光宁,法定代表人,26851
278,钟小芳,执行董事,26851
6696,冉蓉,法定代表人,26875
6697,孙少鹏,法定代表人,26903
6698,焦以群,法定代表人,26942
6699,孙晓茉,法定代表人,27006
279,孙晓茉,执行董事,27006
6700,胡立东,法定代表人,27016
280,吕永,监事,27016
6701,李迎新,法定代表人,27127
6702,鞠爱斌,法定代表人,27195
6703,程威,法定代表人,27221
281,郑汉光,监事,27304
6704,孙丽,法定代表人,27304
6705,李梅,法定代表人,27350
6706,杜新磊,法定代表人,27383
283,杜新磊,董事,27383
284,郑衍智,监事,27383
282,杜新磊,董事长,27383
6707,李晓光,法定代表人,27480
286,苗建强,经理,27574
6708,宗俊峰,法定代表人,27574
285,苗建强,董事,27574
6709,宗俊峰,法定代表人,27646
287,甘朝晖,监事,27646
6710,赵玉乾,法定代表人,27659
6711,陈清华,法定代表人,27677
289,畅世博,执行董事,27712
290,畅丰喜,监事,27712
6712,畅世博,法定代表人,27712
288,畅世博,经理,27712
6713,陈锋,法定代表人,27761
6714,贾国俊,法定代表人,27778
6715,汤何丰,法定代表人,27779
6716,王雷,法定代表人,27858
291,关伟然,监事,27858
6717,葛亚南,法定代表人,27955
292,吴艳燕,监事,27955
6718,祝淑梅,法定代表人,27977
293,田圆,监事,27996
6719,田鹂冰,法定代表人,27996
6720,赵冀,法定代表人,28059
294,周效南,监事,28150
6721,杨新达,法定代表人,28150
6722,王小平,法定代表人,28214
6723,刘桂芝,法定代表人,28216
6724,金强,法定代表人,28232
6725,杨新达,法定代表人,28246
6726,刘嫣然,法定代表人,28253
6727,张丽丽,法定代表人,28308
6728,马斌斌,法定代表人,28360
295,凌丰,监事,28360
6729,高健,法定代表人,28409
296,朱惠开,监事,28409
6730,刘辉,法定代表人,28418
6731,姜玉波,法定代表人,28447
297,姜玉波,执行董事,28447
6732,董文俊,法定代表人,28493
6733,周香平,法定代表人,28512
299,周香平,执行董事,28512
298,周香平,经理,28512
6734,王军,法定代表人,28548
300,王诺亚,监事,28548
301,宋汝华,经理,28602
302,宋汝华,执行董事,28602
6735,宋汝华,法定代表人,28602
6736,孔佑桥,法定代表人,28688
305,陈习鹏,监事,28697
304,伍安伟,总经理,28697
303,伍安伟,执行董事,28697
6737,伍安伟,法定代表人,28697
306,孙尚军,总经理,28820
307,封卫华,监事,28820
6738,刘洋,法定代表人,28820
6739,曹雪凤,法定代表人,28901
308,汤官国,监事,28970
6740,沈聪,法定代表人,28970
6741,周晟,法定代表人,29046
6742,林祥文,法定代表人,29122
309,林祥文,经理,29122
310,林祥文,执行董事,29122
6743,王玉坚,法定代表人,29145
311,王玉坚,执行董事,29145
312,王玉坚,经理,29145
6744,石峰,法定代表人,29186
313,侯葵,经理,29212
6745,侯葵,法定代表人,29212
6746,吴德坤,法定代表人,29232
314,谢剑岭,监事,29265
6747,刘晓青,法定代表人,29265
6748,李海亮,法定代表人,29361
6749,翟春,法定代表人,29465
315,何慧娴,董事,29465
316,涂晓东,董事,29465
6750,郑立,法定代表人,29562
6751,高超,法定代表人,29638
6752,张志,法定代表人,29667
6753,魏文庆,法定代表人,29739
322,沈林华,董事,29812
327,赵浩嵩,监事,29812
326,王塑源,监事,29812
325,颜兆祥,监事,29812
324,闾建森,董事,29812
323,邱国明,董事,29812
321,沈林华,经理,29812
320,杨速辉,副董事长,29812
319,宋全球,董事,29812
318,乔小燕,董事,29812
317,严亚军,董事,29812
6754,沈林华,法定代表人,29812
328,陈时朝,执行董事,29930
329,陈时朝,总经理,29930
6755,陈时朝,法定代表人,29930
6756,王小满,法定代表人,29941
6757,王蔚,法定代表人,30026
6758,刘贇,法定代表人,30105
6759,宋鑫,法定代表人,30163
6760,夏伟忠,法定代表人,30234
330,夏伟忠,经理,30234
331,夏伟忠,执行董事,30234
332,肖永奎,监事,30284
6761,于广锡,法定代表人,30284
6762,陈丽君,法定代表人,30359
333,凯斯马特,监事,30359
6763,孙小庆,法定代表人,30399
334,吴佳惠,执行董事,30401
6764,吴佳惠,法定代表人,30401
335,吴佳惠,经理,30401
6765,高宁,法定代表人,30481
336,张殿跃,董事,30481
337,杜瑞明,董事,30481
6766,魏良,法定代表人,30567
6767,郑笃达,法定代表人,30609
338,郑笃达,负责人,30609
340,洪顺良,执行董事,30641
6768,洪顺良,法定代表人,30641
339,洪顺良,经理,30641
6769,王佳彬,法定代表人,30645
341,王道库,监事,30645
6770,王朋,法定代表人,30678
344,宁云强,执行董事,30692
343,宁云强,经理,30692
342,史新慧,监事,30692
6771,宁云强,法定代表人,30692
346,马添城,总经理,30783
345,马添城,董事长,30783
347,齐连华,监事,30783
6772,马添城,法定代表人,30783
6773,王富旺,法定代表人,30852
6774,陈洪涛,法定代表人,31012
348,周艳晶,监事,31012
6775,许连起,法定代表人,31080
349,刘少梦,监事,31080
350,许连起,执行董事,31080
6776,刘艳,法定代表人,31095
6777,赵怀春,法定代表人,31146
351,赵怀桃,监事,31146
6778,李朋,法定代表人,31220
352,龙俊华,执行董事,31237
353,龙俊华,经理,31237
6779,龙俊华,法定代表人,31237
6780,林强,法定代表人,31284
6781,刘艳芳,法定代表人,31384
6782,周丽红,法定代表人,31476
6783,杜春柏,法定代表人,31546
355,杜春柏,经理,31546
354,杜春柏,执行董事,31546
6784,贾文杰,法定代表人,31592
356,包晶晶,总经理,31743
357,米秀霞,监事,31743
6785,李生强,法定代表人,31743
6786,周丽红,法定代表人,31770
6787,朱瑞华,法定代表人,31816
6788,李明辉,法定代表人,31890
6789,曲凯明,法定代表人,31963
6790,侯昭民,法定代表人,32005
6791,张宗博,法定代表人,32031
6792,吴寒冰,法定代表人,32053
6793,申泽涛,法定代表人,32132
6794,刘劲松,法定代表人,32226
6795,何国建,法定代表人,32311
6796,王学信,法定代表人,32404
6797,何国建,法定代表人,32479
6798,陈伟明,法定代表人,32553
6799,王晓平,法定代表人,32621
358,鲁瞻,监事,32621
